monic	ㅁㅗㄴㅣㄱ
balmer	ㅂㅏㄹㅁㅓ
loukola	ㄹㅗㅇㅜㅋㅗㄹㄹㅏ
dongarra	ㄷㅗㅇㄱㅏㄹㅏ
gerlich	ㄱㅔㄹㅡㄹㄹㅣㅎㅣ
tetzel	ㅌㅔㅊㅔㄹ
humala	ㅇㅜㅁㅏㄹㄹㅏ
boneless	ㅂㅔㅇㅣㄴㅡㄹㄹㅏㅇㅜㅅㅣ
matip	ㅁㅏㅌㅣㅍㅡ
jijikhia	ㅈㅣㅈㅣㅎㅣㅇㅑ
afellay	ㅇㅏㅍㅔㄹㄹㅏㅇㅣ
papagos	ㅍㅏㅍㅏㄱㅗㅅㅡ
oldring	ㅇㅗㄹㄷㅡㄹㅣㅇ
mckinney	ㅁㅐㄱㅋㅣㄴㅣ
pardeza	ㅍㅏㄹㅡㄷㅔㅅㅏ
noske	ㄴㅗㅅㅡㅋㅔ
banguera	ㅂㅏㅇㄱㅔㄹㅏ
scrappy	ㅅㅡㅋㅡㄹㅐㅍㅣ
nastya	ㄴㅏㅅㅡㅌㅑ
lopo	ㄹㅗㅍㅗ
hannahan	ㅎㅏㄴㄴㅏㅎㅏㄴ
emelianenko	ㅇㅖㅁㅔㄹㄹㅣㅇㅏㄴㅔㄴㅋㅗ
jessye	ㅈㅔㅅㅣ
dallara	ㄷㅓㄹㄹㅏㄹㅏ
lochte	ㄹㅗㄱㅌㅣ
kennelly	ㅋㅔㄴㅓㄹㄹㅣ
tsunehisa	ㅆㅡㄴㅔㅎㅣㅅㅏ
zinon	ㅈㅔㄴㅗㄴ
phipps	ㅍㅣㅂㅅㅡ
bucaram	ㅂㅜㅋㅏㄹㅏㅁ
kauss	ㅋㅏㅇㅜㅅㅡ
velimir	ㅂㅔㄹㄹㅣㅁㅣㄹㅡ
offerman	ㅇㅗㅍㅓㅁㅓㄴ
kazutoyo	ㄱㅏㅆㅡㅌㅗㅇㅛ
squibb	ㅅㅡㅋㅣㅂㅡ
levieva	ㄹㅔㅂㅣㅇㅔㅂㅏ
kubrick	ㅋㅠㅂㅡㄹㅣㄱ
mcclain	ㅁㅐㅋㅡㄹㄹㅔㅇㅣㄴ
strootman	ㅅㅡㅌㅡㄹㅗㅌㅡㅁㅏㄴ
filipowski	ㅍㅣㄹㄹㅣㅍㅗㅇㅜㅅㅡㅋㅣ
tarlev	ㅌㅏㄹㅡㄹㄹㅔㅍㅡ
khyan	ㅋㅣㅇㅑㄴ
dzhigalova	ㅈㅣㄱㅏㄹㄹㅗㅂㅏ
djalili	ㅈㅓㄹㄹㅣㄹㄹㅣ
basu	ㅂㅏㅅㅜ
terrell	ㅌㅓㄹㅓㄹ
khufu	ㅋㅜㅍㅜ
tomashova	ㅌㅗㅁㅏㅅㅛㅂㅏ
mochihito	ㅇㅘㅇ
ragnarsson	ㄹㅏㄱㅡㄴㅏㄹㅡㅅㅗㄴ
subbaiah	ㅅㅜㅂㅡㅂㅏㅇㅣㅇㅏ
barkhorn	ㅂㅏㄹㅡㅋㅡㅎㅗㄹㅡㄴ
michielin	ㅁㅣㅋㅖㄹㄹㅣㄴ
abdoun	ㅇㅏㅂㄷㅜㄴ
rouhani	ㄹㅗㅇㅜㅎㅏㄴㅣ
gogugyang	ㄱㅗㄱㅜㄱㅇㅑㅇㅇㅘㅇ
dizon	ㄷㅣㅈㅗㄴ
crucial	ㅋㅡㄹㅜㅅㅕㄹ
toshiyasu	ㅋㅜㄹㅣㅇㅑㅁㅏ
aikman	ㅇㅏㅇㅣㅋㅡㅁㅏㄴ
dayday	ㄷㅔㅇㅣㄷㅔㅇㅣ
kryuchkov	ㅋㅡㄹㅠㅊㅡㅋㅗㅍㅡ
rokutan	ㅇㅠㅈㅣ
sologub	ㅅㅗㄹㄹㅗㄱㅜㅍㅡ
jota	ㅈㅗㅌㅏ
neon	ㄴㅔㅇㅗㄴ
yoshiatsu	ㅇㅛㅅㅣㅇㅏㅆㅡ
nosseir	ㄴㅗㅅㅔㅇㅣㄹㅡ
ficklin	ㅍㅣㄱㅋㅡㄹㄹㅣㄴ
mariette	ㅁㅏㄹㅣㅇㅔㅌㅔ
langlands	ㄹㅐㅇㄱㅡㄹㄹㅐㄴㅈㅡ
midorikawa	ㅇㅠㅋㅣ
aniston	ㅇㅐㄴㅣㅅㅡㅌㅓㄴ
dwyane	ㄷㅡㅇㅞㅇㅣㄴ
manone	ㅁㅔㅇㅣㄴㅗㄴ
dohlen	ㄷㅗㄹㄹㅣㄴ
munashili	ㅁㅗㄱㄴㅏㅂㅅㅣㄹㄹㅣ
kongsli	ㅋㅗㅇㅅㅡㄹㄹㅣ
bumper	ㅂㅓㅁㅍㅓ
boufal	ㅂㅜㅍㅏㄹ
eccleston	ㅇㅔㅋㅡㄹㅅㅡㅌㅓㄴ
taulant	ㅌㅏㅇㅜㄹㄹㅏㄴㅌㅡ
suansane	ㅅㅜㅇㅏㄴㅅㅏㄴㅔ
demong	ㄷㅔㅁㅗㅇ
scherer	ㅅㅖㄹㅔㄹㅡ
funakoshi	ㅇㅠㅈㅗ
nocerino	ㄴㅗㅊㅔㄹㅣㄴㅗ
capparoni	ㅋㅏㅍㅏㄹㅗㄴㅣ
eliyahu	ㅇㅔㄹㄹㅣㅇㅑㅎㅜ
sandrich	ㅅㅐㄴㄷㅡㄹㅣㅊㅣ
andress	ㅇㅏㄴㄷㅡㄹㅔㅅㅡ
mashayekhi	ㅁㅏㅅㅑㅇㅖㅋㅣ
morigi	ㅁㅗㄹㅣㅈㅣ
machito	ㅁㅏㅊㅣㅌㅗ
nurgaliyev	ㄴㅜㄹㅡㄱㅏㄹㄹㅣㅇㅖㅍㅡ
mathewson	ㅁㅐㅅㅠㅅㅡㄴ
valeeva	ㅂㅏㄹㄹㅔㅇㅖㅂㅏ
arrau	ㅇㅏㄹㅏㅇㅜ
aghatai	ㅇㅏㄱㅏㅌㅏㅇㅣ
toulalan	ㅌㅜㄹㄹㅏㄹㄹㅏㅇ
pantilimon	ㅍㅏㄴㅌㅣㄹㄹㅣㅁㅗㄴ
zegers	ㅈㅣㄱㅓㅅㅡ
kreuger	ㅋㅡㄹㅟㄱㅔㄹㅡ
tadayuki	ㄷㅏㄷㅏㅇㅠㅋㅣ
kirstie	ㅋㅓㅅㅡㅌㅣ
eunha	ㅇㅡㄴㅎㅏ
bierhoff	ㅂㅣㅇㅓㅎㅗㅍㅡ
verlaine	ㅂㅔㄹㅡㄹㄹㅔㄴ
jonze	ㅈㅗㄴㅅㅡ
vai	ㅂㅏㅇㅣ
luxemburgo	ㄹㅜㅅㅔㅁㅂㅜㄹㅡㄱㅜ
kokorin	ㅋㅗㅋㅗㄹㅣㄴ
shifman	ㅅㅣㅍㅡㅁㅏㄴ
suematsu	ㅅㅡㅇㅔㅁㅏㅊㅡ
nuberdiyeva	ㄴㅜㄹㅡㅂㅔㄹㅡㄷㅣㅇㅖㅂㅏ
jaymes	ㅈㅔㅇㅣㅁㅅㅡ
tico	ㅌㅣㅋㅗ
caridad	ㅋㅏㄹㅣㄷㅏㄷㅡ
astrup	ㅇㅏㅅㅡㅌㅡㄹㅜㅍㅡ
tatsuoki	ㄷㅏㅆㅡㅇㅗㅋㅣ
denilson	ㄷㅔㄴㅣㅇㅜㅅㅗㅇ
woithe	ㅂㅗㅇㅣㅌㅔ
tokichi	ㅅㅔㅌㅗㄱㅜㅊㅣ
tomofusa	ㅌㅗㅁㅗㅎㅜㅅㅏ
ornella	ㅇㅗㄹㅡㄴㅔㄹㄹㅏ
etsusaburo	ㅇㅔㅆㅡㅅㅏㅂㅜㄹㅗ
capleton	ㅋㅔㅇㅣㅍㅡㄹㅌㅓㄴ
hard	ㅎㅏㄷㅡ
tippi	ㅌㅣㅍㅣ
kuninaka	ㄹㅛㅋㅗ
blomqvist	ㅂㅡㄹㄹㅗㅁㅋㅡㅂㅣㅅㅡㅌㅡ
drachmann	ㄷㅡㄹㅏㅋㅡㅁㅏㄴ
snigir	ㅅㅡㄴㅣㄱㅣㄹㅡ
berlioz	ㅂㅔㄹㅡㄹㄹㅣㅇㅗㅈㅡ
akinfenwa	ㅇㅏㅋㅣㄴㅍㅔㄴㅇㅘ
nogami	ㅅㅛ
lawley	ㄹㅗㄹㄹㅣ
canaletto	ㅋㅏㄴㅏㄹㄹㅔㅌㅗ
zacherle	ㅈㅐㅋㅓㄹㄹㅣ
guarino	ㄱㅏㄹㅣㄴㅗ
otunbayeva	ㅇㅗㅌㅜㄴㅂㅏㅇㅖㅂㅏ
fonvizin	ㅍㅗㄴㅂㅣㅈㅣㄴ
duru	ㄷㅜㄹㅜ
skovbye	ㅅㅡㅋㅗㅂㅣ
tekinalp	ㅌㅔㅋㅣㄴㅏㄹㅍㅡ
sonam	ㅅㅗㄴㅏㅁ
ramanauskas	ㄹㅏㅁㅏㄴㅏㅇㅜㅅㅡㅋㅏㅅㅡ
vadillo	ㅂㅏㄷㅣㅇㅛ
codrington	ㅋㅗㄷㅡㄹㅣㅇㅌㅓㄴ
lewy	ㄹㅔㅂㅣ
munetake	ㅁㅜㄴㅔㅌㅏㅋㅔ
adoum	ㅇㅏㄷㅜㅁ
lupone	ㄹㅜㅍㅗㄴ
thore	ㅌㅗㄹㅔ
fogh	ㅍㅗㄱㅡ
coulthard	ㅋㅜㄹㅅㅏㄷㅡ
faddeev	ㅍㅏㄷㅔㅇㅖㅍㅡ
marinos	ㅁㅏㄹㅣㄴㅗㅅㅡ
mulkey	ㅁㅓㄹㅋㅣ
hanczyc	ㅎㅐㄴㅊㅣㅋㅡ
milunka	ㅁㅣㄹㄹㅜㄴㅋㅏ
blanks	ㅂㅡㄹㄹㅐㅇㅋㅡㅅㅡ
lenard	ㄹㅔㄴㅏㄹㅡㅌㅡ
gallner	ㄱㅐㄹㄴㅓ
freitas	ㅍㅡㄹㅔㅇㅣㅌㅏㅅㅡ
longqin	ㅇㅠㅇㄱㅡㄴ
litvyak	ㄹㅣㅌㅡㅂㅑㅋㅡ
tkachenko	ㅌㅡㅋㅏㅊㅔㄴㅋㅗ
hammer	ㅎㅐㅁㅓ
charoenphol	ㅌㅜㅁ
giresse	ㅈㅣㄹㅔㅅㅡ
rosman	ㄹㅗㅅㅡㅁㅓㄴ
weisweiler	ㅂㅏㅇㅣㅅㅡㅂㅏㅇㅣㄹㄹㅓ
syrus	ㅅㅣㄹㅜㅅㅡ
burgnich	ㅂㅜㄹㅡㄴㅣㅊㅣ
ester	ㅇㅣㅅㅡㅌㅓ
tobolowsky	ㅌㅗㅂㅗㄹㄹㅗㅅㅡㅋㅣ
groothuis	ㅎㅡㄹㅗㅌㅡㅎㅏㅇㅟㅅㅡ
tahmineh	ㅌㅏㅁㅣㄴㅔ
basick	ㅂㅔㅇㅣㅅㅣㄱ
fogazzaro	ㅍㅗㄱㅏㅊㅏㄹㅗ
sterzinsky	ㅅㅡㅌㅔㄹㅡㅈㅣㄴㅅㅡㅋㅣ
odeya	ㅇㅗㄷㅔㅇㅑ
roslyakova	ㄹㅗㅅㅡㄹㄹㅑㅋㅗㅂㅏ
bielsa	ㅂㅣㅇㅔㄹㅅㅏ
corrie	ㅋㅗㄹㅣ
lulu	ㄹㅜㄹㄹㅜ
gautam	ㄱㅏㅇㅜㅌㅏㅁ
longomontanus	ㄹㅗㅇㄱㅗㅁㅗㄴㅌㅏㄴㅜㅅㅡ
goodall	ㄱㅜㄷㅗㄹ
glatter	ㄱㅡㄹㄹㅐㅌㅓ
blish	ㅂㅡㄹㄹㅣㅅㅣ
belhadj	ㅂㅔㄹㅎㅏㅈㅣ
kozen	ㅋㅗㅈㅔㄴ
merikare	ㅁㅔㄹㅣㅋㅏㄹㅔ
lala	ㄹㅏㄹㅏ
onur	ㅇㅗㄴㅜㄹㅡ
tuscany	ㅌㅗㅅㅡㅋㅏㄴㅏ
kalulu	ㅋㅏㄹㅜㄹㅜ
murro	ㅁㅓㄹㅗ
sionko	ㅅㅣㅇㅗㄴㅋㅗ
djivan	ㅈㅣㅂㅏㄴ
appel	ㅇㅏㅍㅔㄹ
dench	ㄷㅔㄴㅊㅣ
hyelim	ㅎㅖㄹㅣㅁ
zanelli	ㅈㅓㄴㅔㄹㄹㅣ
marilungo	ㅁㅏㄹㅣㄹㄹㅜㄴㄱㅗ
chikaakira	ㅈㅣㅋㅏㅇㅏㅋㅣㄹㅏ
deckard	ㄷㅔㅋㅓㄷㅡ
great	ㅇㅛㄹㅡㅇㅞㄹㅡㅅㅡ
thilorier	ㅌㅣㄹㄹㅗㄹㅣㅇㅔ
vukotic	ㅂㅜㅋㅗㅌㅣㅊㅡ
daimonjiya	ㄷㅏㅇㅣㅁㅗㄴㅈㅣㅇㅑ
gellhorn	ㄱㅔㄹㅎㅗㄴ
pedrola	ㅍㅔㄷㅡㄹㅗㄹㄹㅏ
dushku	ㄷㅜㅅㅠㅋㅜ
yebda	ㅇㅖㅂㄷㅏ
revie	ㄹㅔㅂㅣ
sarantuya	ㅅㅏㄹㅏㅇㅌㅗㅇㅑ
debbouze	ㄷㅡㅂㅜㅈㅡ
saviola	ㅅㅏㅂㅣㅇㅗㄹㄹㅏ
terayama	ㄷㅔㄹㅏㅇㅑㅁㅏ
gardel	ㄱㅏㄹㅡㄷㅔㄹ
arduino	ㅇㅏㄹㅡㄷㅟㄴㅗ
lele	ㄹㅔㄹㄹㅔ
shanola	ㅅㅒㄴㅗㄹㄹㅏ
asahihime	ㅇㅏㅅㅏㅎㅣㅎㅣㅁㅔ
heiestad	ㅎㅔㅇㅣㅇㅔㅅㅡㅌㅏ
wernbloom	ㅂㅔㄹㅡㄴㅂㅜㄹㄹㅡㅁ
kareem	ㅋㅏㄹㅣㅁ
fajans	ㅍㅏㅇㅑㄴㅅㅡ
ferida	ㅍㅔㄹㅣㄷㅏ
ganz	ㄱㅏㄴㅊㅡ
hitachi	ㅁㅏㅅㅏㅎㅣㅌㅗ
shandling	ㅅㅒㄴㄷㅡㄹㄹㅣㅇ
pontoppidan	ㅍㅗㄴㅌㅗㅍㅣㄷㅏㄴ
cordero	ㅋㅗㄷㅔㄹㅗ
cristin	ㅋㅡㄹㅣㅅㅡㅌㅣㄴ
january	ㅈㅐㄴㅠㅇㅓㄹㅣ
ilich	ㅇㅣㄹㄹㅣㅊㅣ
escher	ㅇㅔㅅㅕ
mccreery	ㅁㅐㅋㅡㄹㅣㄹㅣ
allin	ㅇㅓㄹㄹㅣㄴ
aggeliki	ㅇㅏㄱㅔㄹㄹㅣㅋㅣ
srinivasa	ㅅㅡㄹㅣㄴㅣㅂㅏㅅㅏ
sucharski	ㅅㅜㅎㅏㄹㅡㅅㅡㅋㅣ
digipedi	ㄷㅣㅈㅣㅍㅔㄷㅣ
qiuxia	ㅊㅣㅇㅜㅅㅣㅇㅏ
saido	ㅅㅏㅇㅣㄷㅗ
munther	ㅁㅜㄴㅌㅔㄹㅡ
reas	ㄹㅣㅇㅏㅅㅡ
fygi	ㅍㅣㅈㅣ
obote	ㅇㅗㅂㅗㅌㅔ
than	ㅌㅏㄴ
juana	ㅎㅜㅇㅏㄴㅏ
akifusa	ㅇㅏㅋㅣㅎㅜㅅㅏ
camryn	ㅋㅐㅁㄹㅣㄴ
aquilani	ㅇㅏㅋㅟㄹㄹㅏㄴㅣ
philolaus	ㅍㅣㄹㄹㅗㄹㄹㅏㅇㅗㅅㅡ
carmina	ㅋㅏㄹㅡㅁㅣㄴㅏ
snowy	ㅅㅡㄴㅗㅇㅣ
sirapatsakmetha	ㅅㅣㄴㅍㅏㅅㄹㅏㅅㅏㄱㅁㅔㅌㅏ
rousselot	ㄹㅜㅅㅡㄹㄹㅗ
asati	ㅇㅏㅅㅏㅌㅣ
dostoyevsky	ㄷㅗㅅㅡㅌㅗㅇㅖㅂㅅㅡㅋㅣ
gobert	ㄱㅗㅂㅔㄹㅡ
hurwitz	ㅎㅓㅇㅟㅊㅡ
aristides	ㅇㅏㄹㅣㅅㅡㅌㅣㄷㅔㅅㅡ
andrejus	ㅇㅏㄴㄷㅡㄹㅔㅇㅠㅅㅡ
arefeh	ㅇㅏㄹㅡㅎㅡ
balvino	ㅂㅏㄹㅂㅣㄴㅗ
kasyanov	ㅋㅏㅅㅣㅇㅑㄴㅗㅍㅡ
quist	ㅋㅟㅅㅡㅌㅡ
poyet	ㅍㅗㅇㅖㅌㅡ
altangerel	ㅇㅏㄹㅌㅏㅇㄱㅔㄹㅔㄹ
diotisalvi	ㄷㅣㅇㅗㅌㅣㅅㅏㄹㅂㅣ
udit	ㅇㅜㄷㅣㅌㅡ
satsias	ㅅㅏㅊㅣㅇㅏㅅㅡ
sofiane	ㅅㅗㅍㅣㅇㅏㅇ
yacob	ㅇㅑㅋㅗㅂ
nazarbayev	ㄴㅏㅈㅏㄹㅡㅂㅏㅇㅖㅍㅡ
sekles	ㅅㅔㅋㅡㄹㄹㅔㅅㅡ
gorka	ㄱㅗㄹㅡㅋㅏ
metkov	ㅁㅔㅋㅗㅍㅡ
phakin	ㅍㅏㅋㅣㄴ
wald	ㅇㅝㄹㄷㅡ
cockcroft	ㅋㅗㄱㅋㅡㄹㅗㅍㅡㅌㅡ
mingiyan	ㅁㅣㄴㄱㅣㅇㅑㄴ
iesada	ㄱㅣㄴㅗㅅㅣㅌㅏ
loundras	ㄹㅜㄴㄷㅡㄹㅏㅅㅡ
iloilo	ㅇㅣㄹㄹㅗㅇㅣㄹㄹㅗ
maciver	ㅁㅐㅋㅣㅂㅓ
margarete	ㅁㅏㄹㅡㄱㅏㄹㅔㅌㅔ
salmuth	ㅈㅏㄹㅁㅜㅌㅡ
aptidon	ㅇㅏㅂㅌㅣㄷㅗㄴ
bidam	ㅂㅣㄷㅏㅁ
parsa	ㅍㅏㄹㅡㅅㅏ
vatutin	ㅂㅏㅌㅜㅌㅣㄴ
schinkel	ㅅㅣㅇㅋㅔㄹ
mang	ㅁㅏㅇ
centeno	ㅅㅔㄴㅌㅔㄴㅗ
genzui	ㄱㅔㄴㅈㅡㅇㅣ
yassi	ㅇㅑㅅㅣ
amouzegar	ㅇㅏㅁㅜㅈㅔㄱㅏㄹㅡ
maidin	ㅁㅏㅇㅣㄷㅣㄴ
mengs	ㅁㅔㅇㅅㅡ
stougaard	ㅅㅡㅌㅗㅇㅜㄱㅗㄹㅡ
hidehisa	ㅎㅣㄷㅔㅎㅣㅅㅏ
higashifushimi	ㅎㅣㄱㅏㅅㅣㅎㅜㅅㅣㅁㅣㄴㅗㅁㅣㅇㅑ
petrus	ㅍㅔㅌㅡㄹㅟㅅㅡ
haebler	ㅎㅔㅂㅡㄹㄹㅓ
margaretta	ㅁㅏㄱㅏㄹㅔㅌㅏ
sli	ㅅㅡㄹㄹㅣ
tadamune	ㄷㅏㄷㅏㅁㅜㄴㅔ
devan	ㄷㅔㅂㅏㄴ
nandita	ㄴㅏㄴㄷㅣㅌㅏ
gete	ㄱㅔㅌㅔ
slakteris	ㅅㅡㄹㄹㅏㄱㅌㅔㄹㅣㅅㅡ
taddei	ㅌㅏㄷㅔㅇㅣ
sasselov	ㅅㅏㅅㅔㄹㄹㅗㅍㅡ
gundoald	ㄱㅜㄴㄷㅗㅂㅏㄹㅌㅡ
kulp	ㅋㅓㄹㅍㅡ
tausen	ㅌㅏㅇㅜㅈㅔㄴ
galtieri	ㄱㅏㄹㅌㅣㅇㅔㄹㅣ
romijn	ㄹㅗㅁㅣㄴ
lagoudakis	ㄹㅏㄱㅜㄷㅏㅋㅣㅅㅡ
sosei	ㅅㅗㅅㅔㅇㅣ
hoorn	ㅎㅗㄹㅡㄴ
ieyasu	ㅇㅣㅇㅔㅇㅑㅅㅡ
katinka	ㅎㅗㅅㅜ
rixey	ㄹㅣㄱㅅㅣ
rozanna	ㄹㅗㅈㅐㄴㅏ
ashdown	ㅇㅐㅅㅟㄷㅏㅇㅜㄴ
mirandinha	ㅁㅣㅎㅏㄴㄷㅣㄴㅑ
krall	ㅋㅡㄹㅗㄹ
tippett	ㅌㅣㅍㅔㅅ
lahren	ㄹㅐㄹㅓㄴ
nurkse	ㄴㅓㄱㅅㅣ
levanon	ㄹㅔㅂㅏㄴㅗㄴ
kondrashin	ㅋㅗㄴㄷㅡㄹㅏㅅㅣㄴ
uhl	ㅇㅜㄹ
malini	ㅁㅏㄹㄹㅣㄴㅣ
larter	ㄹㅏㅌㅓ
mansa	ㅁㅏㄴㅅㅏ
brienza	ㅂㅡㄹㅣㅇㅔㄴㅊㅏ
kush	ㅋㅜㅅㅣ
tadatoki	ㄷㅏㄷㅏㅌㅗㅋㅣ
kitsis	ㅋㅣㅅㅅㅣㅅㅡ
jancker	ㅇㅑㅇㅋㅓ
hekmatyar	ㅎㅔㅋㅡㅁㅏㅌㅣㅇㅏㄹㅡ
bonne	ㅂㅗㄴ
nagatsuma	ㅈㅜㄹㅣ
lyadov	ㄹㅣㅇㅑㄷㅗㅍㅡ
symanzik	ㅈㅟㅁㅏㄴㅊㅣㅋㅡ
bouzaiene	ㅂㅜㅈㅏㅇㅣㅇㅔㄴ
kamio	ㅇㅠ
strand	ㅅㅡㅌㅡㄹㅏㄴㄷㅡ
donofrio	ㄷㅗㄴㅗㅍㅡㄹㅣㅇㅗ
amamra	ㅇㅏㅁㅏㅁㄹㅏ
terasaki	ㅇㅠㅋㅏ
mcdormand	ㅁㅐㄱㄷㅗㅁㅓㄴㄷㅡ
diosdado	ㄷㅣㅇㅗㅅㅡㄷㅏㄷㅗ
krein	ㅋㅡㄹㅔㅇㅣㄴ
soyou	ㅅㅗㅇㅠ
ibolya	ㅊㅏㅋㅡ
nikare	ㄴㅣㅋㅏㄹㅔ
wind	ㅂㅣㄴㄷㅡ
naischuller	ㄴㅏㅇㅣㅅㅠㄹㄹㅔㄹㅡ
kiszczak	ㅋㅣㅅㅠㅊㅏㅋㅡ
burn	ㅂㅓㄴ
parini	ㅍㅏㄹㅣㄴㅣ
hania	ㅎㅏㄴㅣㅇㅏ
ludi	ㄹㅜㄷㅣ
semerenko	ㅅㅔㅁㅔㄹㅔㄴㅋㅗ
lander	ㄹㅐㄴㄷㅓ
hochschild	ㅎㅗㅎㅡㅅㅣㄹㅌㅡ
ghauri	ㄱㅏㅇㅜㄹㅣ
carolla	ㅋㅐㄹㅓㄹㄹㅏ
brimley	ㅂㅡㄹㅣㅁㄹㅣ
amicis	ㅇㅏㅁㅣㅊㅣㅅㅡ
moskalenko	ㅁㅗㅅㅡㅋㅏㄹㄹㅔㄴㅋㅗ
paramor	ㅍㅏㄹㅏㅁㅓ
jacquelyn	ㅈㅐㅋㅡㄹㄹㅣㄴ
janelle	ㅈㅐㄴㅔㄹ
goering	ㄱㅚㄹㅣㅇ
ayaz	ㅇㅏㅇㅑㅈㅡ
heit	ㅎㅔㅇㅣㅌㅡ
yasukado	ㅇㅑㅅㅡㅋㅏㄷㅗ
streignard	ㅅㅡㅌㅡㄹㅔㅇㅣㄱㅡㄴㅏㄷㅡ
waheed	ㅇㅘㅎㅣㄷㅡ
ndoumbou	ㅇㅡㄴㄷㅜㅁㅂㅜ
zittrain	ㅈㅣㅌㅡㄹㅔㄴ
sherawat	ㅅㅖㄹㅏㅇㅘㅌㅡ
brugnetti	ㅂㅡㄹㅜㄴㅖㅌㅣ
salton	ㅅㅗㄹㅌㅡㄴ
blacher	ㅂㅡㄹㄹㅏㅎㅓ
chernyakhovsky	ㅊㅔㄹㅡㄴㅑㅎㅗㅂㅅㅡㅋㅣ
ziaur	ㅈㅣㅇㅏㅇㅜㄹㅡ
lippi	ㄹㅣㅍㅣ
goldstone	ㄱㅗㄹㄷㅡㅅㅡㅌㅗㄴ
herodes	ㅎㅔㄹㅗㄷㅔㅅㅡ
bagapsh	ㅂㅏㄱㅏㅂㅅㅣ
mint	ㅁㅣㄴㅌㅡ
kline	ㅋㅡㄹㄹㅏㅇㅣㄴ
venn	ㅂㅔㄴ
dinarchus	ㄷㅣㄴㅏㄹㅡㅋㅜㅅㅡ
morhaime	ㅁㅗㅎㅏㅇㅣㅁ
reitherman	ㄹㅔㅇㅣㄷㅓㅁㅓㄴ
justhis	ㅈㅓㅅㅡㄷㅣㅅㅡ
rajko	ㄹㅏㅇㅣㅋㅗ
vincas	ㅂㅣㄴㅊㅏㅅㅡ
sammir	ㅅㅏㅁㅁㅣㄹㅡ
ienori	ㅇㅣㅇㅔㄴㅗㄹㅣ
ausubel	ㅇㅗㅅㅡㅂㅔㄹ
cliche	ㅋㅡㄹㄹㅣㅅㅠ
lerach	ㄹㅣㄹㅓㅊㅣ
mccourt	ㅁㅐㅋㅗㅌㅡ
brantenberg	ㅂㅡㄹㅏㄴㅌㅔㄴㅂㅔㄹㅡㄱㅡ
kunal	ㅋㅜㄴㅓㄹ
tinto	ㅌㅣㄴㅌㅗ
trutnev	ㅌㅡㄹㅜㅅㄴㅔㅍㅡ
bekbulatovich	ㅂㅔㄱㅂㅜㄹㄹㅏㅌㅗㅂㅣㅊㅣ
nannini	ㄴㅏㄴㄴㅣㄴㅣ
stivens	ㅅㅡㅌㅣㅂㅡㄴㅅㅡ
dulles	ㄷㅓㄹㄹㅔㅅㅡ
mcnamee	ㅁㅐㄱㄴㅏㅁㅣ
goulding	ㄱㅜㄹㄷㅣㅇ
counsell	ㅋㅏㅇㅜㄴㅅㅔㄹ
ghazala	ㄱㅏㅈㅏㄹㄹㅏ
sugizo	ㅅㅡㄱㅣㅈㅗ
goncharov	ㄱㅗㄴㅊㅏㄹㅗㅍㅡ
appuleius	ㅇㅏㅍㅜㄹㄹㅔㅇㅣㅇㅜㅅㅡ
itzhak	ㅇㅣㅊㅡㅎㅏㅋㅡ
lakoff	ㄹㅔㅇㅣㅋㅗㅍㅡ
ton	ㅌㅗㄴ
krebs	ㅋㅡㄹㅔㅂㅅㅡ
supachai	ㅅㅜㅍㅏㅊㅏㅇㅣ
meibi	ㅇㅑㅁㅏㄴㅗㅇㅜㅊㅣ
francavilla	ㅍㅡㄹㅏㄴㅋㅏㅂㅣㄹㄹㅏ
tiernan	ㅌㅣㅇㅓㄴㅓㄴ
tella	ㅌㅔㄹㄹㅏ
pasaban	ㅍㅏㅅㅏㅂㅏㄴ
telmo	ㅌㅔㄹㅁㅗ
kipnis	ㅋㅣㅂㄴㅣㅅㅡ
trebonianus	ㅌㅡㄹㅔㅂㅗㄴㅣㅇㅜㅅㅡ
reby	ㄹㅔㅂㅣ
luss	ㄹㅜㅅㅡ
ruroo	ㄹㅜㄹㅗㅇㅗ
hawes	ㅎㅗㅇㅣㅅㅡ
steiff	ㅅㅠㅌㅏㅇㅣㅍㅡ
anastasi	ㅇㅏㄴㅏㅅㅡㅌㅏㅅㅣ
dobroshi	ㄷㅗㅂㅡㄹㅗㅅㅣ
abulhassan	ㅇㅏㅂㅗㄹㅎㅏㅅㅏㄴ
eyt	ㅇㅔㅇㅣㅌㅡ
forteza	ㅍㅗㄹㅡㅌㅔㅅㅏ
yasutoki	ㅇㅑㅅㅡㅌㅗㅋㅣ
smithson	ㅅㅡㅁㅣㅅㅡㅅㅡㄴ
yaz	ㅇㅑㅈㅡ
dart	ㄷㅏㅌㅡ
glaus	ㄱㅡㄹㄹㅗㅅㅡ
chupe	ㅊㅜㅍㅔ
tilak	ㅌㅣㄹㄹㅏㅋㅡ
fossey	ㅍㅗㅅㅔ
showalter	ㅅㅛㅇㅝㄹㅌㅓ
rittberger	ㄹㅣㅌㅡㅂㅓㄱㅓ
hirohashi	ㄱㅗㅈㅜ
ollie	ㅇㅗㄹㄹㅣ
lilienthal	ㄹㅣㄹㄹㅣㅇㅔㄴㅌㅏㄹ
chespirito	ㅊㅔㅅㅡㅍㅣㄹㅣㅌㅗ
geungusu	ㄱㅡㄴㄱㅜㅅㅜㅇㅘㅇ
